gene_name,SRR34947105,SRR34947106,SRR34947115,SRR34947116,SRR34947127,SRR34947128,SRR34947132,SRR34947133
NRG3,2,0,2,0,5,2,0,7
SRL,3,0,3,1,1,0,3,3
C11orf87,0,4,0,0,7,1,2,1
IFIT1,26,28,275,182,26,6,33,17
CXorf38,17,20,101,67,138,44,108,66
CLDN24,0,0,0,0,0,0,0,2
KCNQ5,0,0,12,4,0,0,0,0
ADAMTSL5,0,0,2,2,0,0,1,0
KCNIP4,0,1,3,1,16,9,10,5
SPATA31A6,0,0,0,0,0,0,0,0
MORF4L1,575,373,1728,1274,1495,441,2104,2105
NLRP9,0,0,0,0,0,0,0,0
WDR53,15,5,21,22,29,10,53,51
DMWD,8,1,31,16,38,10,42,53
SLC52A2,20,16,80,139,115,11,136,152
PIGP,42,27,370,318,102,32,292,259
IKZF1,2,1,0,0,48,9,15,13
PCYT2,8,15,72,68,54,3,130,124
NAT8L,2,1,0,0,12,7,24,30
OR6C76,0,0,0,0,0,0,0,0
NPAP1,0,0,0,0,0,0,0,0
BCAP31,136,98,684,566,665,167,887,792
ARL17A,4,0,5,5,3,1,8,13
RPL12P4,24,19,70,82,17,11,80,92
HDHD5-AS1,3,4,0,3,1,1,0,5
GNB1L,19,12,11,9,23,3,89,55
ENSG00000185839,7,8,14,9,21,5,32,23
DNAH14,50,29,47,44,61,20,135,121
VHRT,0,0,0,0,0,0,0,0
CCDC190,0,0,0,2,0,0,0,0
EVI2B,0,0,0,0,0,0,0,0
TMEM210,0,0,0,0,0,0,0,0
NPIPB4,0,0,3,1,1,1,0,2
ZNF829,6,10,9,12,13,4,35,29
TMPRSS11B,0,0,0,0,0,0,0,0
THNSL1,11,4,21,19,27,6,36,41
TRIM69,45,40,135,98,157,40,103,119
ATP6V0C,0,0,0,1,0,0,2,1
IFITM1,159,131,1412,1397,1214,348,252,225
PRSS38,0,0,0,0,0,0,0,0
BPY2C,0,0,0,0,0,0,0,0
LAMP1,14,6,185,179,131,24,127,126
FFAR3,0,0,0,0,0,0,0,0
TAS2R60,0,0,0,0,0,0,0,0
POMK,13,5,46,38,110,22,105,71
OR11N1P,0,0,0,0,0,0,0,0
LINC00839,0,0,0,0,0,0,0,0
C16orf54,0,0,0,0,0,0,0,0
KLHDC8B,48,45,175,171,268,53,203,176
KLHL34,0,0,0,0,5,0,2,2
SETD4,24,25,54,36,42,12,158,160
PTCH1,21,17,7,5,139,26,292,260
RTN4RL1,0,0,0,0,1,0,0,0
OR4C46,0,0,0,0,0,0,0,0
CALHM1,0,0,0,0,0,0,0,0
KRTAP5-5,0,0,0,0,0,0,0,0
NKAIN3,6,2,0,0,13,1,20,19
RNPC3,39,37,79,54,94,48,193,192
ZNF267,16,17,68,50,58,7,75,73
IRS2,38,18,59,34,42,10,60,53
SPACDR,0,0,0,0,0,0,0,1
FAM186A,0,0,1,0,0,0,1,1
SHOX,0,0,0,0,0,0,0,0
LCE3A,0,0,0,0,0,0,0,0
BICD2,11,2,63,51,83,32,142,72
LCE3E,0,0,0,0,0,0,0,0
CCIN,0,0,3,2,0,0,1,0
TMLHE,16,22,106,71,41,12,69,91
GRK1,0,0,0,0,0,0,0,0
DEFB128,0,0,0,0,0,0,0,0
SLITRK2,1,0,0,0,0,0,0,0
SDHAP3,0,0,0,0,0,0,0,0
PLK5,0,0,0,1,1,0,0,1
RASA3,23,20,84,56,111,27,135,154
LRCH3,27,33,239,146,162,51,163,143
LEMD1,0,0,0,0,2,0,2,7
RPS4XP21,0,0,0,0,0,0,0,0
ATP4B,0,0,0,0,0,0,0,2
NDUFA13,47,35,92,97,88,33,132,117
ZNF566,29,17,29,25,71,18,104,109
ZNF225-AS1,8,3,8,10,40,10,36,28
ZNF529,3,2,18,18,29,2,21,42
ZNF284,0,0,11,8,3,0,4,5
HTR3E,0,0,0,0,0,0,0,0
DLEU7,0,0,3,0,8,6,28,32
KRT73,0,0,0,0,0,0,0,0
TAL2,3,3,6,2,11,1,7,5
MATN1-AS1,0,0,0,3,0,0,0,1
AIDA,13,19,31,28,50,12,70,36
CDIN1,15,16,62,33,65,19,47,53
CD300LF,0,0,0,0,0,0,0,0
ZPBP2,0,0,0,0,0,0,0,0
ENSG00000186076,1,0,2,3,1,0,3,9
KRT5,0,0,0,0,0,0,0,0
KRT18P14,0,0,0,0,0,0,0,0
NBPF6,0,0,0,0,0,0,0,0
GSAP,0,1,1,0,0,0,0,0
HTR3D,0,0,0,0,0,0,0,0
OR4F5,0,0,0,0,0,0,0,0
AGBL4,0,0,0,0,0,0,1,0
ARGFX,0,0,0,0,0,0,0,0
CYP2R1,16,18,29,18,34,10,50,62
LRRC70,0,0,0,0,0,0,0,0
ANKRD46,17,18,63,54,49,15,87,75
PIP5K1C,9,6,80,51,62,26,59,55
OR5D14,0,0,0,0,0,0,0,0
CYP4F2,3,0,0,0,0,0,0,2
TEX38,0,0,0,0,0,0,1,0
OR5D18,0,0,0,0,0,0,0,0
OR9M1P,0,0,0,0,0,0,0,0
ZBTB6,9,13,23,25,38,7,50,44
C2orf76,80,52,148,125,106,42,136,127
TAS2R42,0,0,0,0,0,0,0,0
POLR3C,30,23,125,77,120,47,193,231
PRR30,0,0,0,0,0,0,0,0
DEFB131A,0,0,0,0,0,0,0,0
ENSG00000186148,0,0,0,0,0,0,0,0
UBL4B,0,0,0,0,0,0,0,0
LILRP1,0,0,0,0,0,0,0,0
WWOX,38,19,37,34,102,21,108,96
CYP4Z1,0,0,0,0,0,0,0,0
CIDECP1,0,0,0,0,0,0,0,0
PRSS59P,0,0,0,0,0,0,0,0
CENATAC,13,21,63,54,68,21,133,114
BCL9L,2,6,72,80,29,13,27,47
POLR1D,543,452,1330,1209,868,321,1635,1705
KIF18B,18,4,5,6,51,14,88,82
ZNRF1,11,0,26,30,33,14,35,39
FFAR4,0,0,0,0,0,0,0,0
BPIFB3,0,0,0,0,0,0,0,0
BPIFB4,0,0,0,0,0,0,0,0
SAPCD2,5,6,1,3,20,0,83,56
EDARADD,0,0,0,0,3,0,14,8
SLC51B,0,4,0,0,7,0,6,3
CYP4F12,0,0,0,0,0,0,0,0
MTARC1,0,0,1,0,8,4,25,24
LCE5A,0,0,0,0,0,0,0,0
SOWAHB,0,0,0,0,0,0,0,0
BLOC1S4,9,6,35,39,40,9,47,42
LCE1E,0,0,0,0,0,0,0,0
ZNF749,25,24,55,38,100,25,101,118
KLHL32,0,4,0,0,2,1,5,7
FAM86MP,0,0,0,0,0,0,0,0
LINC02610,0,4,9,14,0,1,0,2
ENSG00000186244,0,0,0,0,0,0,0,0
MRTFB,45,39,91,52,96,29,126,101
BTLA,1,0,0,0,0,0,0,0
OR10D4P,0,0,0,0,0,0,0,0
ZNF17,0,2,1,4,23,2,8,11
KDM4D,8,3,17,9,24,8,34,39
GPAT2,0,0,1,0,0,0,0,0
TOR3A,26,38,82,85,98,41,167,192
PABPC1L2A,0,0,0,0,0,0,0,0
GABRA5,2,1,0,5,8,1,35,20
PPP1CC,119,101,223,212,529,151,687,863
ZNF555,7,3,27,23,17,2,24,37
MST1P2,0,0,3,0,0,0,2,0
OR10T2,0,0,0,0,0,0,0,0
NAP1L3,10,8,25,21,41,25,46,40
CA5BP1,0,0,0,0,0,0,0,0
PRELID2,8,2,14,17,35,4,10,15
BACE1,4,4,32,30,31,6,54,22
RGS9BP,0,0,0,0,0,0,0,0
ATP6V1FP1,0,0,0,0,0,0,0,0
TMEM212,0,0,0,0,0,0,0,0
SLC36A3,0,0,0,0,0,0,0,0
SLC36A2,0,0,0,0,0,0,0,0
THBS2,8,12,138,109,41,17,33,32
RXRA,18,10,58,48,78,17,115,117
ANKRD37,5,0,0,0,0,0,0,0
NUDT17,7,4,21,12,2,6,15,16
MINAR2,0,0,1,0,0,0,0,6
SERTAD4BP,0,0,0,0,0,0,0,0
ZNF75D,10,1,17,11,21,4,28,16
CYP4X1,0,0,5,6,0,0,1,1
KRT26,0,0,0,0,0,0,0,0
KRT10,79,47,329,413,174,31,330,279
GOLGA8R,0,0,0,0,0,0,0,0
CD300E,0,0,3,1,0,0,0,0
CCDC30,18,7,15,7,22,15,36,48
NKRF,8,2,4,9,11,3,12,13
GLDN,0,0,0,0,2,0,1,2
FCAR,0,0,0,0,0,0,0,0
KPNA4,26,21,161,129,131,33,221,166
TRDN,0,0,17,21,0,0,3,0
OR6P1,0,0,0,0,0,0,0,0
KRT3,0,0,0,0,0,0,0,0
ZNF501,10,8,22,12,34,0,56,33
ZNF197,28,21,114,56,96,34,157,148
SPATA12,1,2,0,0,1,1,1,0
TMPRSS12,0,0,0,0,0,0,0,0
FAM228A,0,0,0,0,0,0,0,0
DEFB132,0,0,0,0,0,0,0,0
NAP1L2,0,0,0,0,9,1,0,0
AQP7P1,0,0,0,0,0,0,0,0
RPS23,2843,2151,6924,7515,4196,1172,11227,11566
GNG2,62,49,43,34,209,57,376,331
BTN3A2,8,3,66,49,23,4,40,31
AKAP14,5,2,0,0,0,0,0,1
PCLO,6,2,0,1,18,7,31,36
KLK12,0,0,0,0,0,0,0,0
RGS7BP,0,0,0,0,0,0,3,0
INSIG1,12,14,136,97,46,23,57,36
ANKRD20A5P,0,0,0,0,0,0,0,0
MYT1L,3,2,0,1,1,0,13,20
IRX2-DT,4,3,2,0,40,13,62,59
ZNF396,1,4,12,4,13,4,14,11
TMEM222,81,82,301,242,306,73,404,402
OR9I2P,0,0,0,0,0,0,0,0
OR9Q1,0,0,0,0,0,0,0,0
CLCNKA,0,0,2,2,0,0,0,0
OR9Q2,0,0,0,0,0,0,0,0
ARHGAP30,0,0,1,1,0,0,6,1
SEPTIN10,145,115,390,360,409,82,634,609
FAM86B1,1,0,1,1,7,3,2,1
CYP4F8,0,0,0,0,0,0,0,0
CYP4F3,0,0,0,0,0,0,0,0
SMYD4,18,13,47,37,82,19,142,134
CROCCP5,0,0,0,0,0,0,0,0
DEFB105A,0,0,0,0,0,0,0,0
FOXD2,0,0,0,0,0,0,0,0
GPATCH8,44,27,237,185,277,81,374,343
CEACAM19,0,0,9,1,2,2,0,3
DEFB107A,0,0,0,0,0,0,0,0
NF2,48,34,321,243,312,62,390,314
SMIM29,78,47,167,200,119,29,160,188
DEFB106A,0,0,0,0,0,0,0,0
SPATC1,0,0,0,0,0,0,0,0
UBE2H,36,26,629,472,182,40,198,184
MIR22HG,9,7,84,96,19,3,42,26
DEFB105B,0,0,0,0,0,0,0,0
HPDL,0,0,0,0,3,1,0,1
KTN1-AS1,4,3,6,3,5,1,8,13
KATNA1,37,21,99,113,117,44,208,194
FSD2,0,0,0,0,0,0,0,1
ARAP1,6,5,91,81,29,5,19,25
KIF24,10,11,2,3,42,8,88,74
PDE2A,6,4,0,0,6,0,13,10
SPDYE17,0,0,0,0,0,0,0,0
CARMIL3,6,0,2,0,2,7,18,23
PRG2,0,0,0,0,0,0,0,0
PRR5,3,6,19,30,12,2,15,38
ZFP91,11,8,66,48,63,25,89,109
C17orf58,23,16,27,25,58,25,110,83
BCDIN3D,11,5,10,14,25,8,43,55
MAGEE2,0,0,0,0,0,0,0,0
EEF1GP1,0,0,0,1,0,0,0,0
ENSG00000186678,0,0,0,0,0,0,0,0
CYP27C1,5,1,2,2,20,2,26,20
LYRM7,47,31,126,87,119,27,187,217
DTX2P1,0,0,0,0,0,0,0,0
CFAP73,0,0,0,0,0,0,0,0
CCDC73,0,0,0,0,0,0,1,3
MST1L,0,0,0,0,0,0,0,0
BCR,8,1,19,23,54,13,90,90
OR10H1,0,0,0,0,0,0,0,0
MPPED1,0,0,0,0,0,0,2,2
TPI1P3,0,0,0,0,0,0,0,0
FSCN2,0,0,1,0,0,0,0,0
FOXI2,0,0,6,5,0,0,0,0
SPIN4,9,11,10,18,67,19,48,56
ZNF732,4,5,9,6,18,6,43,52
SPIN2B,16,17,47,33,129,43,72,77
SPATA31D3,0,0,0,0,0,0,0,0
FOXE3,0,0,0,0,0,0,0,0
HYAL3,0,1,10,8,5,3,5,10
KCNK18,0,0,0,0,0,0,0,0
IFNA10,0,0,0,0,0,0,0,0
VSIG10L,5,2,16,12,19,3,10,15
CXCR3,0,0,0,0,0,0,0,0
ZNF397,28,18,67,64,69,23,134,142
ZSCAN30,13,0,42,30,19,3,38,25
TPCN1,1,3,34,41,11,0,32,26
LILRB4,0,0,0,0,0,0,0,0
CDRT15P3,0,0,0,0,0,0,0,0
TNFRSF4,0,0,2,0,0,0,0,0
KRT17P2,0,0,0,0,0,0,0,0
KRT16,0,0,3,2,1,0,0,0
HEXIM1,1,0,12,13,9,2,2,5
SELENOV,0,0,0,0,0,1,0,0
LCE1A,0,0,0,0,0,0,0,0
KRT14,0,0,0,0,0,0,0,0
TRABD2A,16,15,2,7,26,16,6,16
KRTAP17-1,0,0,0,0,0,0,0,0
PDZD7,2,1,2,4,2,0,0,0
POFUT2,12,23,241,233,74,26,190,191
QRFPR,0,1,3,3,1,1,0,1
MAPT,14,7,13,13,16,4,50,51
ERCC6L,15,13,18,4,69,32,87,82
OR13F1,0,0,0,0,0,0,0,0
OR5D3P,0,0,0,0,0,0,0,0
TMEM17,21,8,62,38,19,6,47,35
TNFRSF18,0,0,2,0,0,0,0,0
FGF3,0,0,0,0,5,5,0,0
C1QL4,0,0,0,0,0,0,0,1
RTN4RL2,1,0,0,0,0,1,1,3
ZDHHC17,27,24,113,102,94,40,103,110
SERPINA11,0,0,0,0,0,0,0,2
P2RY4,0,0,0,0,0,0,0,0
ZNF395,6,4,99,90,41,6,77,54
ZACN,0,0,0,0,2,0,0,1
KRTAP22-1,0,0,0,0,0,0,0,0
KRTAP19-6,0,0,0,0,0,0,0,0
KRTAP6-2,0,0,0,0,0,0,0,0
CHCHD2P9,1,4,2,3,0,0,11,8
OR13C8,0,0,0,0,0,0,0,0
PPARA,2,4,48,25,17,5,25,14
TMEM232,9,11,2,5,5,8,10,15
LINC01551,0,0,0,0,0,0,0,0
KRTAP19-2,0,0,0,0,0,0,0,0
KRTAP19-4,0,0,0,0,0,0,0,0
KRTAP15-1,0,0,0,0,0,0,0,0
KRTAP13-4,0,0,1,0,0,0,2,3
CFAP144,8,4,5,6,2,0,5,3
EFCAB6,1,5,13,12,6,0,15,10
KRTAP19-5,0,0,0,0,2,0,0,0
KRTAP23-1,0,0,0,0,0,0,0,0
KANK3,2,0,0,0,0,0,5,4
EMID1,6,6,9,8,35,4,39,33
ACTL7A,0,0,0,0,0,0,0,0
KRTAP21-1,0,0,0,0,0,0,0,0
RHD,0,0,3,1,0,0,0,1
LINC00207,0,0,0,0,0,0,0,0
LINC02875,0,0,0,0,0,0,0,0
ESPN,1,0,0,0,0,0,0,3
PNLIPRP1,0,0,0,0,0,0,0,0
PTRH1,0,0,0,0,1,0,0,1
KRTAP21-2,0,0,0,0,0,0,0,0
SAMD7,0,0,0,0,0,0,0,0
GPR141,0,0,0,0,1,0,2,0
TMPRSS6,0,0,0,0,0,0,0,4
CYP4A11,0,0,0,0,0,0,0,0
TMEM216,35,30,78,66,108,23,175,199
RPS19BP1,349,309,748,723,803,229,1337,1444
TMPRSS11A,0,0,0,0,0,0,0,0
TMEM262,0,0,0,0,0,0,0,0
C3orf70,11,3,59,39,2,6,5,11
TEAD1,64,39,279,247,212,93,232,241
OR2AK2,0,0,0,0,0,0,0,0
DEFB106B,0,0,0,0,0,0,0,0
PLCD1,38,15,83,65,91,36,219,268
CCK,0,0,6,3,2,0,0,0
ENTPD5,3,9,52,45,39,10,55,28
MITF,0,0,4,1,5,2,4,0
FUNDC2P3,0,0,0,0,0,0,0,0
HEATR4,0,0,0,0,2,0,0,0
NAP1L1,1354,904,2230,2062,2403,898,5577,5544
LILRA5,0,0,0,0,0,0,0,0
CMC1,135,90,166,206,288,99,457,438
SLIT1,23,16,5,4,130,36,105,89
LYPD6,4,0,34,22,29,5,48,44
AKR1C1,14,12,14,11,21,5,116,101
VSTM2B,0,0,0,0,0,0,0,0
FOXD3,0,0,0,0,0,0,0,0
SPATA21,0,0,1,0,0,0,0,0
RNF220,7,13,34,31,45,12,74,86
ANGPTL5,0,0,0,0,0,0,0,0
SHTN1,26,23,29,16,107,20,84,65
H1-7,0,0,0,0,0,0,0,0
LCE4A,0,0,0,0,0,0,0,0
BAGE2,0,0,0,0,0,0,0,0
LCE2A,0,0,0,0,0,0,0,0
KRTAP12-1,0,0,0,0,0,0,0,0
LCE2C,0,0,0,0,0,0,0,0
ENSG00000187185,0,1,2,2,0,0,0,0
ENSG00000187186,1,3,6,1,2,1,6,7
ZNF546,2,2,7,7,7,1,29,27
TSPYL4,16,11,41,62,79,10,141,123
DAZ3,0,0,0,0,0,0,0,0
MT1X,1,0,5,4,5,0,10,2
GCNT1,3,0,159,79,7,2,3,7
LCE2D,0,0,0,0,0,0,0,0
PSD3-AS1,0,0,0,0,0,0,0,0
SESTD1,23,23,425,357,118,31,197,225
LCE3B,0,0,0,0,0,0,0,0
FNBP1,32,21,207,202,190,50,188,162
DYNC2H1,36,14,93,80,108,26,98,90
KRT12,0,0,0,0,0,0,0,0
MAGED4B,6,7,9,16,11,7,17,30
BCAM,6,0,17,16,25,5,28,37
RSBN1L,5,6,11,16,17,3,34,25
NPSR1,0,0,0,0,1,1,0,0
WDR86,0,0,39,67,7,1,11,15
EPOR,0,1,19,12,4,2,7,12
FAM9C,0,0,0,0,0,0,1,0
KRTAP9-8,0,0,0,0,0,0,0,0
CIDEC,0,0,0,0,0,0,0,0
DCC,48,40,5,5,165,47,205,181
TAF9B,100,65,132,74,211,98,346,338
PCDHB13,1,0,0,2,4,1,3,2
MAGI2,0,2,26,9,10,6,24,11
LUZP2,4,6,38,26,3,1,14,16
LHFPL3,0,0,0,0,0,0,7,4
CHP1,42,51,263,232,233,75,265,254
ENSG00000187472,0,0,0,0,0,0,0,0
FPR3,0,0,0,0,0,0,0,0
H1-6,0,0,0,0,1,0,0,0
C11orf96,0,0,1,0,2,0,2,3
HSD3BP1,0,0,0,0,0,0,0,0
SERPINA13P,0,0,0,0,0,0,0,0
KCNJ11,0,0,0,1,2,1,2,4
CDHR4,0,0,7,1,0,0,0,0
COL4A1,208,156,3576,2881,586,187,1059,698
RPL7P48,0,0,0,0,0,0,0,0
PLEKHG7,0,0,0,0,0,0,0,0
GJA4,0,0,0,0,0,0,0,1
PTMA,6161,4415,9552,8277,19269,4134,27493,28959
H2AP,0,0,0,0,1,0,0,0
HSPA14,7,7,8,4,18,7,42,33
ATP13A5,0,0,0,0,0,0,0,0
SIRT7,16,11,44,30,26,11,71,64
PRR27,0,0,0,0,0,0,0,0
PRR13P5,5,1,3,4,9,0,8,10
IFT140,14,8,74,35,66,4,114,117
TPM3P7,0,0,0,0,0,0,0,0
POTEG,0,0,0,0,0,0,0,0
PRAMEF10,0,0,0,0,0,0,0,0
AGMO,0,0,13,28,1,0,0,0
SBK2,0,0,0,0,0,0,0,0
CYP26C1,0,0,0,0,8,4,0,0
TLR5,0,0,0,0,0,0,1,1
USP7,50,31,106,89,207,75,282,263
NANOS3,0,1,1,0,0,0,0,1
FOXD4L3,0,0,0,0,0,0,0,0
NHLRC1,0,0,6,0,0,0,0,0
DPPA3,0,0,0,0,0,0,0,0
COX8C,0,0,0,0,0,0,0,0
PLEKHN1,0,0,0,0,0,0,0,0
TERF1P2,0,0,0,0,0,1,2,4
ZNF385C,0,2,0,0,5,3,6,7
LINC02583,0,0,0,0,0,0,0,0
MAGEH1,22,11,13,12,104,33,0,0
TET3,9,15,35,33,57,15,147,107
ZNF286A,14,8,51,28,58,16,116,136
ISG15,110,92,497,532,290,90,339,317
EXD3,28,18,70,64,40,23,50,70
OR5W2,0,0,0,0,0,0,0,0
MYMK,0,0,3,6,0,0,4,2
TCL6,0,0,0,0,0,0,0,0
LIAT1,2,3,10,10,0,3,11,11
ZKSCAN4,4,10,30,22,18,9,40,43
RGPD1,2,0,0,0,0,0,1,1
DHRS4L2,7,1,25,34,1,0,13,7
SAMD11,0,0,0,8,3,0,0,0
PERM1,0,0,0,0,0,0,0,0
VMAC,0,0,6,6,2,3,5,2
TMSB4XP8,241,146,533,522,1583,343,842,608
TSPY13P,0,0,0,0,0,0,0,0
C5orf52,0,0,0,2,0,0,0,0
HAPLN4,0,0,0,0,0,0,0,0
ERC2,14,10,1,3,14,3,36,35
B3GLCT,17,9,39,23,70,13,82,86
SPRY4,2,3,3,4,9,4,17,22
ERAS,0,0,1,0,1,0,0,0
KRT18P59,0,0,0,0,0,0,0,0
TRPV2,0,0,5,15,0,1,1,3
AMTN,0,0,0,0,0,0,0,0
EZHIP,0,0,0,0,1,0,0,0
C2orf88,0,2,5,4,8,2,6,2
OR2T27,0,0,0,0,0,0,0,0
TMEM203,34,27,102,97,80,25,196,211
SLC18A3,0,0,0,0,0,0,6,8
KBTBD12,0,0,0,0,0,0,0,0
THSD4,1,1,11,8,10,3,20,19
GTF2IP3,0,0,0,0,0,0,0,0
DNAJB13,1,0,0,2,0,0,0,0
GABRD,0,0,1,0,0,0,0,2
AMY1C,0,0,0,0,0,0,0,0
TCEA1,153,70,273,262,411,116,1296,1241
NHEJ1,6,1,11,16,12,6,34,21
FANCA,25,19,16,12,115,41,227,215
SECISBP2,123,81,182,140,274,65,526,572
OR52B6,0,0,0,0,0,0,0,0
C9orf153,0,0,0,0,0,0,0,0
SSX7,0,0,0,0,0,0,0,0
ADH1A,0,0,0,0,0,0,0,0
HSPE1P11,0,0,0,0,0,0,0,0
OR2B7P,0,0,0,0,0,0,0,0
SEMA4D,1,0,1,1,16,2,20,17
KRTAP10-8,0,0,0,0,0,0,0,0
LIN28B,14,8,33,26,133,50,302,286
DIPK1C,0,0,0,0,0,0,0,0
DNAH17,0,0,1,1,1,0,1,0
MCRS1,93,60,235,209,294,83,512,517
TMEM72,0,0,0,0,0,0,0,0
FANCM,11,8,16,20,34,20,62,47
SPATA31F3,0,0,0,0,0,0,0,0
ZNF70,2,2,34,18,25,7,38,37
CARD9,4,1,0,0,0,0,0,0
PEAR1,0,0,122,162,1,0,3,4
ZFP69B,14,16,42,20,55,15,83,78
TMEM202,0,0,0,0,0,0,0,0
SOWAHD,2,0,3,4,0,0,0,1
GOLGA6EP,0,0,0,0,0,0,0,0
ZFP69,0,4,3,3,3,4,3,9
HELT,0,0,0,0,0,0,0,0
RTL4,0,0,0,0,0,0,0,0
TMEM220,0,3,4,4,2,2,3,4
C2orf78,0,0,0,0,0,0,0,0
H1-2,99,74,146,163,207,50,362,301
PLSCR3,0,0,0,0,0,0,0,0
EIF4EBP1,293,215,695,607,1049,318,1931,1988
OR7E25P,0,0,0,0,0,0,0,0
P2RX2,0,0,0,0,0,0,0,2
ASCL4,0,0,0,0,0,0,0,0
OR6C75,0,0,0,0,0,0,0,0
CCDC157,39,22,60,47,40,15,75,70
TTC24,0,0,0,0,0,0,0,0
PABIR1,18,10,54,36,28,15,72,83
PALM3,1,1,2,5,13,4,14,17
RNFT1P3,0,0,0,0,0,0,0,0
GFRAL,0,0,0,0,0,0,0,0
FYB2,0,0,0,4,0,0,0,0
CXXC1P1,0,0,0,0,0,0,0,0
OR5H7P,0,0,0,0,0,0,0,0
SHISA7,0,0,0,0,0,0,0,0
ENSG00000187904,0,0,0,0,0,0,0,0
LRRC74B,0,0,0,0,2,0,0,0
DMBT1,0,0,1,0,0,0,0,0
CLEC17A,0,0,0,0,0,0,0,0
OR51I2,0,0,0,0,0,0,0,0
LCN10,0,0,0,0,0,0,0,0
LDLRAD2,0,0,0,0,1,0,0,0
C2orf66,1,0,1,0,0,0,0,0
OVCH1,0,0,0,0,0,0,0,0
ENSG00000187951,0,0,0,0,0,0,0,0
HS6ST1P1,1,1,1,0,4,3,1,7
PMS2CL,0,0,0,0,0,0,0,0
ZFTRAF1,2,0,0,2,0,2,9,2
COL14A1,23,14,163,117,46,4,56,44
DNER,4,0,0,0,3,2,4,5
CPSF4L,0,0,0,0,0,0,1,3
KLHL17,7,4,3,7,8,4,17,15
ZCCHC13,0,0,0,0,0,0,0,0
FAM230D,0,0,0,0,0,0,0,0
PLA2G2C,0,0,0,0,0,0,0,0
ANKRD19P,0,0,0,0,0,0,0,0
ZSCAN23,12,12,21,11,21,3,46,44
KCTD9P3,0,0,0,0,0,0,0,0
RINL,5,2,7,7,13,0,5,6
C17orf99,0,0,0,0,0,0,0,0
HNRNPA1P61,0,0,0,0,0,0,0,0
OR7D2,0,0,1,0,0,0,0,0
TPRG1,0,1,4,0,0,0,0,0
PDCD6P1,0,0,0,0,0,0,0,0
SNHG28,0,0,1,0,0,0,0,0
MORN2,5,8,9,6,3,0,9,12
RTP5,0,0,0,0,2,0,0,0
MEIS3P2,0,0,1,1,4,2,2,4
S100A3,0,0,9,3,6,2,4,0
UBQLN2,25,20,149,109,364,89,189,195
RILPL1,4,10,45,33,39,17,48,59
CTSL3P,0,0,0,0,0,0,0,0
C19orf67,0,0,0,0,0,0,0,0
ZNF490,7,1,22,10,24,1,34,18
CLCN1,0,0,0,0,0,0,1,0
NRN1L,0,0,0,0,0,0,0,0
NWD1,0,0,2,0,0,0,0,0
ARL4C,116,89,390,453,459,209,550,400
RNF133,0,0,0,0,0,0,0,0
TMEM221,0,0,0,0,0,0,2,0
TREML4,0,0,0,0,0,0,0,0
RAB42,0,0,52,51,8,4,15,9
WNT7B,10,13,0,0,28,10,29,32
ZFTA,3,3,14,14,23,7,23,51
SCGB1C1,0,0,0,0,0,0,0,0
ENSG00000188078,0,0,0,0,0,0,0,0
PRSS45P,0,0,0,0,0,0,0,0
PLA2G4E,0,0,0,0,0,0,0,0
GPR89B,6,7,45,20,36,8,57,47
MESP2,0,0,3,4,4,0,3,1
FAM25A,0,0,0,0,0,0,0,0
ALOX15P2,0,0,0,0,0,0,0,0
EYS,0,0,1,0,4,0,4,4
C6orf132,0,0,16,18,2,0,2,0
DAZ1,0,0,0,0,0,0,0,0
OR2AG2,0,0,0,0,0,0,0,2
MAPK12,3,3,63,43,40,11,87,84
TMEM215,0,0,0,0,0,0,0,0
NUTM2G,0,0,0,0,1,0,0,0
COL4A5,8,9,281,190,246,37,102,101
KRTAP10-6,0,0,0,0,0,0,0,0
AGRN,45,45,335,396,196,48,390,259
NHS,6,3,28,7,46,10,64,57
OTOG,0,0,0,2,0,0,0,0
CIMIP2A,0,0,0,0,0,0,1,0
TMPPE,1,1,0,1,4,1,2,2
ZNF626,1,5,21,7,10,3,18,13
HEPACAM2,0,0,0,0,0,0,0,0
SMTNL2,0,0,36,38,3,2,10,2
ZC3H6,14,2,45,34,19,3,44,35
LINC00265,2,1,10,15,18,1,19,15
LAMTOR4,641,487,1006,951,1101,312,1457,1673
PRKAR1B,22,4,148,126,126,20,124,128
NUTM2B,0,0,0,0,0,0,0,2
NCR3LG1,16,4,36,29,44,12,81,72
DCUN1D3,7,0,61,34,17,0,26,26
POTEE,1,4,14,4,0,0,0,0
ENSG00000188223,0,0,0,0,0,0,0,0
ZNF793,3,2,29,17,37,5,7,10
TUBB4B,296,175,561,562,879,320,1791,1931
AGAP4,1,2,3,3,0,2,7,8
SLC9A3-OT1,0,0,0,0,0,0,0,0
COMMD6,641,500,1876,1715,1235,353,1701,1742
PLA2G2A,0,0,1,2,0,0,0,0
IL17REL,0,0,0,0,0,0,0,0
HYKK,1,4,29,15,17,4,10,17
OR7A5,0,0,0,0,0,0,0,0
C15orf62,0,0,0,0,1,0,1,0
FAM230G,0,0,0,0,0,0,0,0
RUFY4,0,0,0,0,0,0,0,0
ZNF383,1,1,13,14,7,5,28,15
HES4,34,41,10,17,66,23,226,271
IGFL1,0,0,0,0,0,0,0,0
ZNF669,32,24,72,34,69,11,165,101
PEAK3,0,0,0,0,0,0,1,0
LRRIQ4,0,0,0,0,0,0,0,0
CENPP,9,23,25,16,60,20,113,114
